
Player;Care;Trust;R1;R2;Win;FinalScore;
Gheppio;3;1;0;1;N;4;
Condor;4;7;0;0;N;9;
Gufo;5;1;1;1;N;3;
Sparviere;6;3;0;0;N;6;
Civetta;7;6;1;1;N;3;
Colomba;8;3;1;0;N;1;
Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;0;0;0;1;0;0;0;N;8;
Falco;1;7;0;1;0;0;1;Y;10;
Aquila;2;3;0;1;0;0;1;Y;16;
Gheppio;3;3;0;0;1;0;0;N;4;
Condor;4;7;0;0;1;0;1;N;10;
Gufo;5;3;0;1;1;1;1;N;10;
Sparviere;6;6;1;1;1;1;0;N;3;
Civetta;7;7;1;1;1;1;1;N;-1;
Colomba;8;0;1;0;1;1;1;N;-1;
Player;Care;Trust;R1;R2;Win;FinalScore;
Corvo;0;8;0;0;N;6;
Falco;1;6;0;0;Y;9;
Aquila;2;4;0;0;N;9;
Gheppio;3;8;1;1;N;7;
Condor;4;6;1;1;N;3;
Gufo;5;1;1;1;N;3;
Sparviere;6;0;1;0;N;4;
Civetta;7;4;0;1;N;5;
Colomba;8;4;0;1;N;5;
Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;0;6;1;0;0;0;1;N;6;
Falco;1;7;0;0;0;0;1;Y;10;
Aquila;2;4;0;0;1;0;0;Y;10;
Gheppio;3;3;1;0;1;0;1;N;4;
Condor;4;7;0;1;1;0;0;N;5;
Gufo;5;3;1;0;0;1;1;N;7;
Sparviere;6;6;1;0;1;1;0;N;4;
Civetta;7;2;0;0;1;0;1;N;9;
Colomba;8;0;1;1;1;0;0;N;-1;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;7;0;0;0;0;Y;9;
Falco;1;0;0;0;0;0;Y;12;
Aquila;2;5;0;0;0;0;Y;9;
Gheppio;3;0;0;0;0;1;N;4;
Condor;4;3;1;0;1;0;N;2;
Gufo;5;8;0;1;1;0;N;5;
Sparviere;6;5;1;0;0;1;N;2;
Civetta;7;3;0;1;0;0;N;1;
Colomba;8;3;0;1;1;0;N;5;
Player;Care;Trust;R1;R2;Win;FinalScore;
Corvo;0;4;0;0;Y;9;
Falco;1;6;0;0;N;3;
Aquila;2;1;0;0;N;3;
Gheppio;3;3;0;0;N;6;
Condor;4;3;1;0;N;4;
Gufo;5;2;1;1;N;3;
Sparviere;6;8;1;1;N;3;
Civetta;7;8;1;1;N;3;
Colomba;8;1;1;0;N;1;
Player;Care;Trust;R1;R2;Win;FinalScore;
Corvo;0;8;0;0;Y;9;
Falco;1;3;0;0;N;6;
Aquila;2;1;0;0;N;6;
Gheppio;3;6;0;1;N;1;
Condor;4;0;1;0;N;1;
Gufo;5;5;0;1;N;1;
Sparviere;6;7;0;0;N;9;
Civetta;7;2;0;1;N;1;
Colomba;8;7;1;0;N;4;
Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;0;8;0;0;0;1;0;0;N;4;
Falco;1;8;0;0;1;0;0;0;Y;10;
Aquila;2;7;0;1;0;1;0;0;Y;16;
Gheppio;3;0;0;0;0;0;0;1;N;14;
Condor;4;4;0;1;1;0;0;1;N;8;
Gufo;5;8;1;0;0;1;0;1;N;6;
Sparviere;6;5;1;1;1;1;1;1;N;-1;
Civetta;7;6;1;1;1;1;1;0;N;1;
Colomba;8;1;1;1;1;1;1;1;N;-1;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;0;0;0;0;Y;9;
Falco;1;7;1;0;1;N;6;
Aquila;2;0;0;0;0;N;9;
Gheppio;3;4;0;1;0;N;1;
Condor;4;8;0;0;1;N;4;
Gufo;5;3;1;1;1;N;1;
Sparviere;6;2;0;1;0;N;1;
Civetta;7;1;0;1;0;N;1;
Colomba;8;7;1;1;1;N;1;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;7;0;0;1;N;8;
Falco;1;2;0;0;1;Y;11;
Aquila;2;8;0;0;1;N;5;
Gheppio;3;6;1;0;1;N;10;
Condor;4;7;0;0;1;N;8;
Gufo;5;3;1;1;1;N;5;
Sparviere;6;5;1;1;1;N;1;
Civetta;7;1;0;1;1;N;-1;
Colomba;8;4;1;0;0;N;4;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;5;1;0;0;Y;11;
Falco;1;6;0;0;0;N;6;
Aquila;2;6;0;1;1;N;7;
Gheppio;3;4;0;1;0;N;1;
Condor;4;7;0;1;1;N;10;
Gufo;5;2;1;1;1;N;9;
Sparviere;6;4;1;1;0;N;3;
Civetta;7;4;0;1;1;N;2;
Colomba;8;1;1;0;0;N;7;
Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;0;5;0;0;0;0;0;0;Y;9;
Falco;1;3;0;0;1;1;0;1;N;1;
Aquila;2;4;0;0;1;0;0;1;N;2;
Gheppio;3;6;0;0;1;0;0;0;N;7;
Condor;4;8;0;0;1;1;0;0;N;5;
Gufo;5;0;0;0;0;1;0;1;N;9;
Sparviere;6;4;0;0;1;0;0;1;N;-1;
Civetta;7;7;1;0;0;1;1;1;N;2;
Colomba;8;6;1;0;0;0;0;1;N;5;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;3;1;1;0;N;7;
Falco;1;7;1;0;0;N;7;
Aquila;2;2;0;0;0;Y;9;
Gheppio;3;1;0;0;0;N;9;
Condor;4;6;1;1;1;N;5;
Gufo;5;2;0;1;1;N;2;
Sparviere;6;5;1;0;0;N;11;
Civetta;7;3;1;1;1;N;5;
Colomba;8;4;1;1;1;N;5;
Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;0;1;0;0;0;0;0;1;N;4;
Falco;1;5;0;0;0;0;0;0;Y;9;
Aquila;2;0;1;0;0;1;0;1;N;4;
Gheppio;3;7;0;0;1;1;1;1;N;10;
Condor;4;5;0;1;0;0;0;0;N;4;
Gufo;5;0;0;1;1;1;1;1;N;8;
Sparviere;6;2;0;1;1;0;1;1;N;6;
Civetta;7;5;0;0;0;1;0;0;N;4;
Colomba;8;2;0;1;0;0;0;0;N;4;
Player;Care;Trust;R1;R2;Win;FinalScore;
Corvo;0;7;0;0;Y;9;
Falco;1;1;0;0;N;6;
Aquila;2;4;0;0;N;3;
Gheppio;3;7;0;0;N;6;
Condor;4;7;1;0;N;1;
Gufo;5;2;1;0;N;1;
Sparviere;6;6;1;0;N;1;
Civetta;7;5;0;1;N;1;
Colomba;8;1;0;1;N;1;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;5;0;0;1;N;4;
Falco;1;0;0;0;0;Y;9;
Aquila;2;1;0;0;0;Y;9;
Gheppio;3;5;0;1;1;N;6;
Condor;4;8;1;0;0;N;4;
Gufo;5;8;1;1;1;N;1;
Sparviere;6;0;1;0;0;N;4;
Civetta;7;1;0;0;0;N;9;
Colomba;8;1;1;1;1;N;1;
Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;0;6;1;0;0;0;0;1;1;N;8;
Falco;1;1;0;1;0;1;0;1;1;Y;9;
Aquila;2;8;1;0;0;0;0;1;0;N;8;
Gheppio;3;4;1;0;1;0;1;1;1;N;4;
Condor;4;2;0;0;1;1;0;1;1;N;12;
Gufo;5;1;1;0;0;1;0;1;1;N;9;
Sparviere;6;7;1;1;1;0;1;0;1;N;7;
Civetta;7;4;1;0;1;1;0;1;1;N;5;
Colomba;8;8;1;0;0;1;1;1;1;N;-1;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;1;1;0;0;Y;11;
Falco;1;1;0;0;0;N;6;
Aquila;2;8;0;1;1;N;6;
Gheppio;3;8;1;0;0;N;7;
Condor;4;7;1;0;1;N;6;
Gufo;5;6;0;0;1;N;4;
Sparviere;6;7;1;0;0;N;1;
Civetta;7;8;1;1;0;N;3;
Colomba;8;7;1;1;1;N;5;
Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;0;3;0;0;0;0;0;Y;9;
Falco;1;7;0;0;0;0;1;N;5;
Aquila;2;0;0;0;0;1;1;Y;13;
Gheppio;3;1;0;0;1;0;0;N;8;
Condor;4;4;0;1;1;1;1;N;-1;
Gufo;5;0;0;0;0;0;1;N;11;
Sparviere;6;3;1;0;1;1;1;N;10;
Civetta;7;0;0;1;1;1;1;N;10;
Colomba;8;1;0;0;1;0;1;N;5;
Player;Care;Trust;R1;R2;Win;FinalScore;
Corvo;0;6;0;0;Y;9;
Falco;1;6;1;0;N;1;
Aquila;2;8;0;0;N;6;
Gheppio;3;2;0;0;N;6;
Condor;4;1;0;1;N;4;
Gufo;5;0;1;0;N;1;
Sparviere;6;5;1;0;N;1;
Civetta;7;3;1;0;N;1;
Colomba;8;0;0;0;N;9;
Player;Care;Trust;R1;R2;Win;FinalScore;
Corvo;0;6;0;0;Y;9;
Falco;1;5;1;0;N;8;
Aquila;2;1;0;0;N;6;
Gheppio;3;1;0;0;N;6;
Condor;4;2;1;1;N;7;
Gufo;5;5;1;1;N;3;
Sparviere;6;6;1;1;N;3;
Civetta;7;4;0;1;N;8;
Colomba;8;4;0;1;N;1;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;5;1;0;0;0;N;1;
Falco;1;6;0;0;0;1;N;8;
Aquila;2;3;0;0;1;1;Y;10;
Gheppio;3;6;0;0;1;1;N;10;
Condor;4;1;0;0;0;1;N;8;
Gufo;5;1;1;0;0;0;N;1;
Sparviere;6;6;0;0;1;1;N;10;
Civetta;7;8;1;0;0;1;N;3;
Colomba;8;5;1;0;0;0;N;1;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;5;0;0;0;Y;9;
Falco;1;2;1;0;0;N;8;
Aquila;2;4;0;0;0;N;6;
Gheppio;3;0;0;1;1;N;3;
Condor;4;7;1;1;1;N;5;
Gufo;5;2;1;0;1;N;7;
Sparviere;6;2;1;0;1;N;10;
Civetta;7;3;1;1;1;N;9;
Colomba;8;2;1;1;1;N;1;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;3;0;0;0;0;N;6;
Falco;1;6;0;0;1;0;Y;11;
Aquila;2;1;1;0;0;0;N;7;
Gheppio;3;1;0;1;0;1;N;3;
Condor;4;7;0;0;0;1;N;11;
Gufo;5;0;0;1;1;0;N;2;
Sparviere;6;7;0;1;1;1;N;4;
Civetta;7;5;1;1;1;1;N;-1;
Colomba;8;0;1;1;1;1;N;-1;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;6;1;0;0;0;Y;11;
Falco;1;8;0;0;0;1;N;8;
Aquila;2;5;1;0;0;1;Y;13;
Gheppio;3;7;0;1;0;1;N;7;
Condor;4;5;1;1;1;1;N;7;
Gufo;5;6;0;1;0;1;N;3;
Sparviere;6;7;1;1;0;0;N;6;
Civetta;7;5;1;1;0;1;N;12;
Colomba;8;1;1;1;0;1;N;1;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;1;1;0;1;N;6;
Falco;1;2;1;0;0;Y;11;
Aquila;2;8;1;0;0;N;7;
Gheppio;3;8;1;1;0;N;10;
Condor;4;5;1;1;1;N;5;
Gufo;5;7;0;0;0;N;12;
Sparviere;6;7;1;1;1;N;1;
Civetta;7;3;0;1;1;N;6;
Colomba;8;2;1;1;1;N;1;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;0;0;0;0;1;N;4;
Falco;1;5;0;0;0;1;N;5;
Aquila;2;3;0;0;1;1;Y;10;
Gheppio;3;3;1;0;0;0;N;1;
Condor;4;3;1;0;1;0;N;3;
Gufo;5;3;0;1;1;1;N;9;
Sparviere;6;0;1;1;1;1;N;3;
Civetta;7;4;0;0;1;0;N;8;
Colomba;8;7;0;1;1;0;N;10;
Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;0;1;0;0;0;0;0;Y;9;
Falco;1;6;0;0;0;0;0;Y;12;
Aquila;2;0;0;0;0;0;0;N;6;
Gheppio;3;7;0;0;0;0;0;N;6;
Condor;4;8;0;0;1;1;1;N;0;
Gufo;5;3;0;0;0;1;0;N;1;
Sparviere;6;5;1;0;0;0;0;N;4;
Civetta;7;4;1;0;0;0;0;N;1;
Colomba;8;4;1;0;0;1;1;N;-1;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;2;0;0;0;Y;9;
Falco;1;7;0;0;0;N;6;
Aquila;2;3;0;0;0;N;6;
Gheppio;3;1;1;0;0;N;1;
Condor;4;5;1;0;1;N;-1;
Gufo;5;8;0;0;1;N;4;
Sparviere;6;8;1;0;0;N;1;
Civetta;7;7;1;0;0;N;1;
Colomba;8;4;1;0;0;N;1;
Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;0;0;0;0;0;0;0;Y;9;
Falco;1;6;1;0;0;0;0;Y;10;
Aquila;2;0;0;0;1;0;0;Y;11;
Gheppio;3;5;0;0;1;1;0;N;6;
Condor;4;3;0;1;1;1;1;N;3;
Gufo;5;2;0;1;1;0;1;N;5;
Sparviere;6;7;0;1;1;1;1;N;6;
Civetta;7;8;0;0;1;1;1;N;4;
Colomba;8;0;0;0;1;0;1;N;-1;
Player;Care;Trust;R1;R2;Win;FinalScore;
Corvo;0;8;0;0;Y;9;
Falco;1;3;0;0;N;6;
Aquila;2;0;0;1;N;4;
Gheppio;3;6;1;0;N;8;
Condor;4;5;1;0;N;1;
Gufo;5;4;0;0;N;9;
Sparviere;6;4;1;1;N;-1;
Civetta;7;0;1;0;N;5;
Colomba;8;3;1;1;N;3;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;1;0;0;0;Y;9;
Falco;1;0;0;0;0;N;6;
Aquila;2;4;1;0;0;N;5;
Gheppio;3;4;1;1;0;N;6;
Condor;4;0;1;1;0;N;3;
Gufo;5;8;1;0;0;N;11;
Sparviere;6;4;0;0;1;N;4;
Civetta;7;7;1;0;0;N;8;
Colomba;8;4;1;0;1;N;3;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;0;0;0;0;Y;9;
Falco;1;1;1;0;1;N;3;
Aquila;2;4;0;0;0;N;6;
Gheppio;3;8;0;0;0;N;6;
Condor;4;8;1;0;1;N;-1;
Gufo;5;6;0;1;1;N;6;
Sparviere;6;1;1;1;1;N;5;
Civetta;7;7;1;0;1;N;3;
Colomba;8;5;1;1;0;N;3;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;3;1;0;0;Y;11;
Falco;1;4;0;1;0;N;8;
Aquila;2;0;0;1;1;N;6;
Gheppio;3;6;1;1;0;N;3;
Condor;4;8;1;1;0;N;6;
Gufo;5;0;0;1;1;N;6;
Sparviere;6;1;0;1;1;N;10;
Civetta;7;7;1;1;1;N;9;
Colomba;8;2;1;1;0;N;3;
Player;Care;Trust;R1;R2;Win;FinalScore;
Corvo;0;0;0;0;Y;9;
Falco;1;5;0;0;N;6;
Aquila;2;0;1;0;N;1;
Gheppio;3;4;1;0;N;5;
Condor;4;6;0;0;N;6;
Gufo;5;4;1;1;N;3;
Sparviere;6;4;1;0;N;8;
Civetta;7;5;1;0;N;1;
Colomba;8;0;1;0;N;1;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;4;0;0;0;0;Y;9;
Falco;1;2;1;1;0;0;N;3;
Aquila;2;7;0;1;0;0;N;10;
Gheppio;3;0;0;1;1;0;N;6;
Condor;4;5;0;1;1;1;N;1;
Gufo;5;4;1;0;1;0;N;2;
Sparviere;6;6;0;1;0;1;N;2;
Civetta;7;4;1;0;0;0;N;1;
Colomba;8;6;1;0;0;1;N;2;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;1;0;0;0;0;N;6;
Falco;1;7;0;0;0;0;Y;12;
Aquila;2;8;1;0;0;1;N;6;
Gheppio;3;1;0;1;0;1;N;9;
Condor;4;5;0;1;0;1;N;6;
Gufo;5;3;1;1;1;0;N;1;
Sparviere;6;7;1;1;1;0;N;4;
Civetta;7;3;0;1;0;1;N;2;
Colomba;8;1;1;0;1;0;N;6;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;6;0;1;0;Y;11;
Falco;1;4;0;1;0;Y;11;
Aquila;2;7;1;1;1;N;5;
Gheppio;3;1;0;1;1;Y;10;
Condor;4;8;1;1;1;Y;9;
Gufo;5;8;0;1;0;N;11;
Sparviere;6;2;1;1;0;N;6;
Civetta;7;5;1;1;1;N;5;
Colomba;8;7;1;1;1;N;5;
Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;0;5;0;0;1;0;0;0;0;N;7;
Falco;1;4;0;0;0;0;0;0;0;Y;15;
Aquila;2;4;0;0;0;0;0;0;0;N;9;
Gheppio;3;0;0;0;0;1;0;1;0;N;6;
Condor;4;1;0;0;1;0;1;0;0;N;5;
Gufo;5;6;1;0;0;1;1;1;1;N;-1;
Sparviere;6;2;0;0;0;1;0;0;0;N;1;
Civetta;7;7;0;1;0;1;0;0;1;N;0;
Colomba;8;1;0;1;0;0;0;1;1;N;4;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;3;0;0;0;0;Y;9;
Falco;1;1;1;0;0;0;N;7;
Aquila;2;7;0;0;0;1;N;8;
Gheppio;3;0;0;0;1;1;Y;9;
Condor;4;0;0;0;0;1;N;11;
Gufo;5;1;0;1;0;1;N;9;
Sparviere;6;7;0;0;1;1;N;6;
Civetta;7;3;1;0;0;1;N;2;
Colomba;8;4;0;0;1;1;N;6;
Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;0;5;0;0;1;0;1;0;0;N;8;
Falco;1;3;1;0;1;0;1;0;0;Y;11;
Aquila;2;1;0;0;0;0;0;0;0;Y;9;
Gheppio;3;1;0;0;1;1;1;1;1;N;-1;
Condor;4;0;1;0;0;0;1;0;0;N;19;
Gufo;5;0;1;0;0;1;0;0;1;N;7;
Sparviere;6;6;1;0;1;1;0;1;0;N;5;
Civetta;7;8;1;0;1;0;1;1;1;N;4;
Colomba;8;2;1;1;1;0;0;1;1;N;-1;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;8;1;0;0;0;Y;11;
Falco;1;5;1;0;0;0;Y;11;
Aquila;2;7;0;0;1;0;N;5;
Gheppio;3;5;0;0;1;0;N;5;
Condor;4;7;1;0;1;1;N;5;
Gufo;5;3;0;1;1;1;N;5;
Sparviere;6;2;1;1;1;0;N;5;
Civetta;7;6;1;1;1;0;N;12;
Colomba;8;5;1;0;1;1;N;5;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;1;0;0;0;1;N;8;
Falco;1;3;0;0;0;1;N;8;
Aquila;2;2;0;0;0;0;Y;9;
Gheppio;3;5;0;0;0;0;N;9;
Condor;4;7;0;1;0;0;N;4;
Gufo;5;4;1;0;1;1;N;4;
Sparviere;6;6;1;0;1;1;N;12;
Civetta;7;0;1;1;0;0;N;6;
Colomba;8;3;1;0;1;1;N;5;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;6;1;0;0;0;Y;11;
Falco;1;2;0;1;0;0;N;4;
Aquila;2;7;1;0;0;0;N;5;
Gheppio;3;1;1;1;0;0;N;6;
Condor;4;6;0;0;1;1;N;13;
Gufo;5;0;1;0;0;0;N;5;
Sparviere;6;2;1;0;1;1;N;5;
Civetta;7;1;1;1;1;1;N;3;
Colomba;8;3;1;0;0;1;N;10;
Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;0;0;1;0;0;Y;11;
Falco;1;7;0;0;1;N;8;
Aquila;2;6;0;1;0;N;4;
Gheppio;3;5;0;1;1;N;3;
Condor;4;6;0;1;0;N;7;
Gufo;5;8;1;0;1;N;6;
Sparviere;6;3;1;1;1;N;5;
Civetta;7;1;0;1;1;N;2;
Colomba;8;7;1;0;0;N;7;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;2;0;0;0;0;Y;9;
Falco;1;3;0;0;0;0;Y;9;
Aquila;2;2;0;1;0;0;N;7;
Gheppio;3;6;1;0;0;1;N;5;
Condor;4;8;0;1;0;0;N;8;
Gufo;5;3;1;1;1;1;N;-1;
Sparviere;6;0;0;1;0;1;N;6;
Civetta;7;7;1;1;1;1;N;-1;
Colomba;8;6;1;0;1;1;N;-1;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;4;1;0;0;0;Y;11;
Falco;1;5;0;0;0;0;Y;12;
Aquila;2;7;1;1;0;1;N;5;
Gheppio;3;3;0;0;0;0;N;3;
Condor;4;3;1;1;1;0;N;1;
Gufo;5;7;0;1;1;1;N;1;
Sparviere;6;4;1;1;1;0;N;5;
Civetta;7;1;0;1;1;1;N;4;
Colomba;8;4;0;1;0;1;N;3;
Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;0;4;1;0;0;0;0;1;Y;9;
Falco;1;7;0;0;0;1;1;0;N;6;
Aquila;2;4;1;1;1;0;0;0;N;4;
Gheppio;3;2;0;0;0;0;1;0;N;14;
Condor;4;3;0;1;1;1;1;0;N;6;
Gufo;5;1;0;1;0;1;1;0;N;14;
Sparviere;6;5;0;1;1;1;1;1;N;5;
Civetta;7;8;1;1;1;1;1;1;N;-1;
Colomba;8;8;1;1;1;0;1;1;N;-1;
Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;0;5;1;0;1;1;1;N;-1;
Falco;1;8;0;0;0;0;0;Y;9;
Aquila;2;5;1;0;0;1;1;N;8;
Gheppio;3;8;0;0;0;1;0;N;4;
Condor;4;7;0;1;1;1;1;N;10;
Gufo;5;2;1;0;0;1;1;N;8;
Sparviere;6;4;0;0;0;1;0;N;7;
Civetta;7;4;1;1;1;1;1;N;5;
Colomba;8;6;0;1;1;1;1;N;7;
Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;0;4;0;0;1;0;0;N;7;
Falco;1;2;0;0;0;0;0;Y;9;
Aquila;2;8;1;0;1;0;0;N;5;
Gheppio;3;2;0;1;0;0;1;Y;9;
Condor;4;6;0;1;1;0;1;N;11;
Gufo;5;4;1;0;1;1;1;N;2;
Sparviere;6;1;1;1;1;1;0;N;10;
Civetta;7;6;0;0;1;0;0;N;7;
Colomba;8;3;1;1;1;1;1;N;1;
Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;0;8;0;0;0;0;Y;9;
Falco;1;6;0;0;0;0;N;3;
Aquila;2;0;0;0;0;0;N;3;
Gheppio;3;8;0;0;0;1;N;7;
Condor;4;8;0;0;0;0;N;9;
Gufo;5;5;1;1;1;0;N;4;
Sparviere;6;8;1;1;1;0;N;1;
Civetta;7;5;1;1;0;1;N;4;
Colomba;8;7;0;1;0;0;N;7;
Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;0;1;0;0;0;1;0;Y;11;
Falco;1;1;0;1;0;0;1;N;6;
Aquila;2;8;0;0;0;1;0;N;4;
